src,tgt
That night he dreamed a horrible dream.,그날 밤 그는 무시무시한 꿈을 꾸었다.
"The city government wants to set up special cycle lanes. However, a lot of drivers oppose the idea.","시 정부는 특별한 자전거 도로를 설치하려고 하나, 많은 운전자들은 그 구상에 반대한다."
I made supper.,나는 저녁을 준비했다.
You'd better tell me if you did something wrong.,만약에 네가 나쁜 짓을 했다면 알려주는게 좋을거야.
He is a native English speaker.,그는 영어를 모국어로 사용한다.
Why are you following me?,왜 나를 따라오세요?
Ask Tom to call me as soon as he returns.,탐에게 돌아오자 마자 전화해 달라고 물어봐 주세요.
Please lock the door.,문 좀 잠궈주세요.
Here is the bill.,여기 계산서 입니다.
The blonde girl has a really nice cleavage.,그 금발 소녀는 정말 멋진 가슴 골을 가지고 있다.
Are there any students from Korea in your class?,너의 반에 한국에서 온 학생이 있니?
Yesterday was a good day.,어제는 좋은 날이었다.
Burj Khalifa is currently the tallest building in the world.,부르즈 할리파는 현재 세계에서 가장 높은 고층건물이다.
I would like to visit South Korea.,저는 한국을 방문하고 싶어요.
We haven't seen you in a while.,우리 한동안 못 봤지!
Maybe it's not as hard as it looks.,보기보다 어렵지는 않을 거야.
This is Ken. He loves his dog.,켄이에요. 그는 정말 그의 개를 좋아해요.
Him and me are cousins.,걔하고 나는 사촌이야.
The weather of Japan is hotter than England's.,일본의 날씨는 영국보다 따듯하다.
It's already been 4 years since we met. How time flies.,벌써 우리가 만난 지 4년 이에요. 시간이 참 빠른 것 같아요.
I'm going to Korea and weat to eat good food.,나는 한국에 가서 맛있는 것을 먹고 싶다.
Who the fuck cares?,씨발 누가 상관해?
The drying rack is always in the way.,그 빨래 건조대는 항상 걸리적거린다.
He came at dawn.,그는 새벽에 왔다.
I didn't notice this thing.,이거 있는 줄 몰랐지.
Water and mineral salts are inorganic substances.,물과 무기염은 무기물이다.
This is fucking awesome.,이건 존나 대단하다.
That's fucking cool.,저건 존나 멋지다.
I look forward to it.,나 기대하고 있어.
You’re getting into deep water.,넌 깊은 수렁에 빠지고 있다.
Two American students live in this dorm.,이 기숙사에는 미국인 학생 두 명이 살고 있다.
My feet are cold.,나는 발이 차다.
We're going to the kitchen.,우리는 부엌에 간다.
He was dismissed by the boss of the factory.,그는 공장장에게 해고됐다.
My German friend's name is Hans.,내 독일인 친구 이름은 한스예요.
I don't like this store.,이 가게 마음에 안들어.
A raindrop splashed on her cheek.,빗방울이 그녀의 볼 위로 떨어졌다.
Not trying is failing.,시도하지 않는 것이 실패하는 것이다.
Please tell me when he arrives here.,그가 여기에 오면 저한테 말해주세요.
All these apples are very sweet.,이 사과들은 전부 맛있다.
Why are you telling this to me now?,왜 이걸 지금 말해?
"This year, Valentine's Day falls on a Sunday.",올해는 발렌타인 데이가 일요일이다.
Stay a while and listen.,가만히 좀 들어.
You will know soon enough.,곧 충분히 알게 될거야.
I do not fear death.,전 죽음이 두렵지 않습니다.
I do not fear death.,난 죽음이 두렵지 않다.
"Please, don't kill me.","제발, 절 죽이지 마세요."
Procrastinating is an art.,미루는 것은 일종의 예술이다.
He can speak and write French.,그는 불어로 말하고 쓸 수 있다.
Where can I make a phone call?,어디서 전화를 걸 수 있죠?
A square has four angles.,사각형은 각이 4개다.
"When pressure is lower, the boiling point is lower.","압력이 낮으면, 끓는 점도 낮다."
The night was cold.,그날 밤은 추웠어.
"Ouch, nobody translates my sentences...",이런... 아무도 내가 만든 문장을 번역 안 해.
He was caught stealing apples.,그는 사과를 훔치다가 잡혔다.
His brave actions are worthy of a medal.,그의 용감한 행동은 메달을 받을 만한 가치가 있다.
This room is too big.,이 방은 너무 커요.
Our new car is not very big.,우리의 새 차는 그렇게 크지는 않다.
Be careful! There's a cow in the road!,조심하십시오. 길 위에 소가 있습니다.
"I like your cat, but she doesn't like me.","나는 네 고양이가 좋은데, 네 고양이는 나를 싫어하네."
I have to find her.,그녀를 찾아야 한다.
Who taught you that?,그걸 누가 가르쳐 줬어요?
My children are in school.,우리 애들은 학교에 있어요.
Choose a good restaurant to go to eat at.,먹으러 갈만한 괜찮은 식당을 골라주세요.
How do you calculate the volume of a cube?,정육면체의 부피를 어떻게 계산합니까?
Children and drunks don't lie.,아이와 술취한 사람은 거짓말 하지 않는다.
This woman is very good looking.,이 여자 엄청 예쁘다.
I'm just doing my best.,난 그저 최선을 다하고 있을 뿐이다.
"My favorite nonalcoholic drink is an avocado shake. Yum, it's so delicious!","술 말고 내가 제일 좋아하는 음료수는 아보카도 쉐이크야. 흑, 너무 맛있어!"
I used to go swimming in the sea when I was a child.,내가 어릴 때는 바다에 수영하러 가곤 했었지.
Did someone hear something?,뭔가 들린 사람 있어?
"""Are you Swedish?"" ""No, I'm Swiss.""","""스웨덴 사람이세요?"" ""아니요, 스위스 사람이예요."""
Avocados are the fruit of the avocado tree.,아보카도는 아보카도 나무의 열매입니다.
The eggs are still hot.,달걀이 아직 뜨겁다.
Kim is two years older than him.,김씨는 그 사람보다 두살 더 나이가 많습니다.
Hey! Nobody is translating my sentences!,흥! 아무도 내가 만드는 문장을 번역 안하고 있어!
I like Korean cuisine.,전 한국 요리가 좋아요.
I like Korean cuisine.,전 한국 요리를 좋아해요.
Who came to see us in Birmingham?,누가 우릴 보러 버밍험에 와요?
You need to accept your role.,넌 너의 역할을 받아들일 필요가 있어.
He made his will last year.,그는 작년에 유언장을 썼습니다.
I know a good lawyer who can help you.,당신을 도와줄 수 있는 괜찮은 변호사를 알고 있습니다.
We have to find her.,그녀를 찾아야 한다.
"I like your cat, but she hates me.","나는 네 고양이가 좋은데, 네 고양이는 나를 싫어하네."
The Greeks discovered the Italian peninsula in the 7th century BCE.,그리스인들은 기원전 7세기에 이탈리아 반도를 발견했다.
These apples are so delicious!,이 사과들은 전부 맛있다.
Did you make it yourself?,직접 만드신 거예요?
He always learns things.,그는 항상 배운다.
Let's stay friends forever.,언제까지나 친구로 지내자.
You don't have much money but I'm happy because I'm with you.,"돈은 별로 없지만, 당신과 함께라서 행복해요."
All good things come to an end.,모든 일에는 끝이 있다.
Tom vomited blood.,톰은 피를 토했다.
Stop bugging me!,날 그만 괴롭혀!
We will begin the match when he comes.,그가 올때 우리는 경기를 시작 할거에요.
There is a large parking lot in front of the city hall.,시청 앞에는 큰 주차장이 있다.
Drivers must always be cautious of pedestrians.,운전자들은 항상 보행인을 살펴야 한다.
Tom looked for a job in the end.,톰은 마침내 일자리를 구했다.
Africa is the poorest continent.,아프리카는 가장 가난한 대륙이다.
The frogs' croaking helped me fall asleep.,개구리가 우는 소리는 내가 잠드는 데 도움이 됐다.
I smell blood.,피 냄새가 납니다.
We can't give up.,우린 포기할 수 없어.
We can't give up.,포기할 수 없어요.
I love you - I love you too.,사랑해 - 나도.
I love you - I love you too.,사랑해요 - 나도
I don't want to live.,살고 싶지 않아.
I'm still in school.,저는 아직 학교에 다녀요.
I'm still in school.,나는 아직 학교에 다녀.
"He, as well as his sister, are invited to the party.",그의 여동생뿐 아니라 그도 파티에 초대 되었다.
She's a plain looking girl.,그녀는 평범하게 생긴 여자다.
She knows. She always knows.,그녀는 안다. 늘 안다.
The children are riding their bikes.,아이들이 자전거를 타고 있다.
I love my home.,난 내 집이 좋아.
This car looks pretty cool.,이 차가 엄청 멋있어 보인다.
I am homesick.,나 향수병 걸렸어.
There was a watermill under the dam.,댐 밑에 물방앗간이 있었다.
She knits a wool sweater.,그녀는 털실로 스웨터를 짠다.
I can no longer find the Vivendi file.,난 비벤디 파일을 더 이상 못 찾겠다.
Let's do this!,한 번 해 보자!
Where is the American embassy?,미국 대사관이 어디입니까?
I'm from Greece.,저는 그리스 사람입니다.
Is this your dictionary?,이것은 당신의 사전입니까?
This dictionary is mine.,이 사전은 내 것이다.
I hate myself.,나는 내 자신이 싫어.
There is nothing you have to be ashamed of.,부끄러워 할 거 없어요.
We need you.,우리는 당신이 필요해요.
What's all this noise?,이 시끄러운 소리는 뭐예요?
What does she want?,그 여자는 무엇을 원해요?
What does the cat want?,그 고양이는 무엇을 원해요?
I can't believe this is happening.,이런 일이 일어난다니 믿을 수가 없어요.
"Croatia is called ""Hrvatska"" in Croatian.",크로아티아는 크로아티아어로 '흐르바트스카'다.
"North Korea is called ""Chosŏn"" in Korean.","북한은 한국어로 ""조선""이라고 불린다."
"South Korea is called ""Hanguk"" in Korean.","남한은 한국어로 ""한국""이라고 불린다."
Libya is the second largest country in North Africa.,리비아는 북아프리카에서 두번째로 큰 국가이다.
How many soccer stadiums are there in this country?,이 나라에는 축구 경기장이 얼마나 있습니까?
How many patients are there at this hospital?,이 병원에 환자가 몇 명이나 있어요?
How many e-mails do you write every day?,하루에 이메일을 몇 개씩 보내니?
You need to be prepared.,넌 준비해야 돼.
French bread is delicious.,프랑스 빵은 맛있어.
French bread is delicious.,프랑스 빵은 맛있습니다.
What did Walt Disney draw?,월트 디즈니가 뭘 그렸나?
Do you have to work tonight?,오늘 밤에 일해야 하니?
Why did you change your mind?,너 왜 생각을 바꿨니?
What do you call this?,이것을 뭐라고 불러요?
Tell me what's going on.,무슨 일인지 얘기해봐.
Tell me what's going on.,무슨 일인지 얘기해 주세요.
It's not always possible to eat well when you're traveling in this part of the world.,"당신이 세계를 여행하는 동안, 항상 잘먹는 것이 가능하지는 않습니다."
